id,room_id,partner_id,room_recommendation_action_id,snapshot_date,discount_pct,estimated_inquiry_uplift_pct,estimated_reservation_uplift_pct,estimated_revenue_uplift_pct,expected_revenue,expected_occupancy_rate,simulation_type,confidence_score,simulation_factors_json,is_recommended,simulated_at,created_at,updated_at
1445,388,11,370,12/5/2026,0,0,0,0,460460.07,0,campaign_discount,56.72,"{""campaign_type"": 1, ""price_gap_pct"": 0, ""hybrid_metrics"": {""total_uplift_score"": 0, ""long_term_growth_bonus"": 0, ""short_term_revenue_impact"": 0}, ""primary_action"": ""campaign_launch"", ""simulation_type"": ""campaign_discount"", ""discount_targets"": [""rent_fee"", ""cleaning_fee"", ""other_fee"", ""season_fee"", ""option_fee"", ""initial_fee""], ""benchmark_strength"": ""strong"", ""anchor_revenue_used"": 460460.07, ""targeted_daily_value"": 21926.67, ""discount_target_scope"": ""all_discountable_fees"", ""risk_confidence_score"": 56.72, ""discount_component_share"": 1, ""avg_market_occupancy_rate"": 0.7}",0,12/5/2026 10:40,12/5/2026 10:40,12/5/2026 10:40
1446,388,11,370,12/5/2026,5,4.52,3.68,-0.52,458065.68,72.58,campaign_discount,59.72,"{""campaign_type"": 1, ""price_gap_pct"": 0, ""hybrid_metrics"": {""total_uplift_score"": -0.52, ""long_term_growth_bonus"": 1.1, ""short_term_revenue_impact"": -1.62}, ""primary_action"": ""campaign_launch"", ""simulation_type"": ""campaign_discount"", ""discount_targets"": [""rent_fee"", ""cleaning_fee"", ""other_fee"", ""season_fee"", ""option_fee"", ""initial_fee""], ""benchmark_strength"": ""strong"", ""room_price_per_day"": 3900, ""anchor_revenue_used"": 460460.07, ""targeted_daily_value"": 21926.67, ""discount_target_scope"": ""all_discountable_fees"", ""risk_confidence_score"": 56.72, ""discount_component_share"": 1, ""avg_market_occupancy_rate"": 0.7}",0,12/5/2026 10:40,12/5/2026 10:40,12/5/2026 10:40
1447,388,11,370,12/5/2026,10,9.04,7.37,-1.02,455763.38,75.16,campaign_discount,62.72,"{""campaign_type"": 1, ""price_gap_pct"": 0, ""hybrid_metrics"": {""total_uplift_score"": -1.02, ""long_term_growth_bonus"": 2.21, ""short_term_revenue_impact"": -3.23}, ""primary_action"": ""campaign_launch"", ""simulation_type"": ""campaign_discount"", ""discount_targets"": [""rent_fee"", ""cleaning_fee"", ""other_fee"", ""season_fee"", ""option_fee"", ""initial_fee""], ""benchmark_strength"": ""strong"", ""room_price_per_day"": 3900, ""anchor_revenue_used"": 460460.07, ""targeted_daily_value"": 21926.67, ""discount_target_scope"": ""all_discountable_fees"", ""risk_confidence_score"": 56.72, ""discount_component_share"": 1, ""avg_market_occupancy_rate"": 0.7}",1,12/5/2026 10:40,12/5/2026 10:40,12/5/2026 10:40
1448,388,11,370,12/5/2026,15,13.55,11.05,-1.53,453415.03,77.74,campaign_discount,65.72,"{""campaign_type"": 1, ""price_gap_pct"": 0, ""hybrid_metrics"": {""total_uplift_score"": -1.53, ""long_term_growth_bonus"": 3.32, ""short_term_revenue_impact"": -4.85}, ""primary_action"": ""campaign_launch"", ""simulation_type"": ""campaign_discount"", ""discount_targets"": [""rent_fee"", ""cleaning_fee"", ""other_fee"", ""season_fee"", ""option_fee"", ""initial_fee""], ""benchmark_strength"": ""strong"", ""room_price_per_day"": 3900, ""anchor_revenue_used"": 460460.07, ""targeted_daily_value"": 21926.67, ""discount_target_scope"": ""all_discountable_fees"", ""risk_confidence_score"": 56.72, ""discount_component_share"": 1, ""avg_market_occupancy_rate"": 0.7}",0,12/5/2026 10:40,12/5/2026 10:40,12/5/2026 10:40
1449,389,11,371,12/5/2026,0,0,0,0,460460.07,0,campaign_discount,56.72,"{""campaign_type"": 1, ""price_gap_pct"": 0, ""hybrid_metrics"": {""total_uplift_score"": 0, ""long_term_growth_bonus"": 0, ""short_term_revenue_impact"": 0}, ""primary_action"": ""campaign_launch"", ""simulation_type"": ""campaign_discount"", ""discount_targets"": [""rent_fee"", ""cleaning_fee"", ""other_fee"", ""season_fee"", ""option_fee"", ""initial_fee""], ""benchmark_strength"": ""strong"", ""anchor_revenue_used"": 460460.07, ""targeted_daily_value"": 21926.67, ""discount_target_scope"": ""all_discountable_fees"", ""risk_confidence_score"": 56.72, ""discount_component_share"": 1, ""avg_market_occupancy_rate"": 0.7}",0,12/5/2026 10:40,12/5/2026 10:40,12/5/2026 10:40
1450,389,11,371,12/5/2026,5,4.52,3.68,-0.52,458065.68,72.58,campaign_discount,59.72,"{""campaign_type"": 1, ""price_gap_pct"": 0, ""hybrid_metrics"": {""total_uplift_score"": -0.52, ""long_term_growth_bonus"": 1.1, ""short_term_revenue_impact"": -1.62}, ""primary_action"": ""campaign_launch"", ""simulation_type"": ""campaign_discount"", ""discount_targets"": [""rent_fee"", ""cleaning_fee"", ""other_fee"", ""season_fee"", ""option_fee"", ""initial_fee""], ""benchmark_strength"": ""strong"", ""room_price_per_day"": 3900, ""anchor_revenue_used"": 460460.07, ""targeted_daily_value"": 21926.67, ""discount_target_scope"": ""all_discountable_fees"", ""risk_confidence_score"": 56.72, ""discount_component_share"": 1, ""avg_market_occupancy_rate"": 0.7}",0,12/5/2026 10:40,12/5/2026 10:40,12/5/2026 10:40
1451,389,11,371,12/5/2026,10,9.04,7.37,-1.02,455763.38,75.16,campaign_discount,62.72,"{""campaign_type"": 1, ""price_gap_pct"": 0, ""hybrid_metrics"": {""total_uplift_score"": -1.02, ""long_term_growth_bonus"": 2.21, ""short_term_revenue_impact"": -3.23}, ""primary_action"": ""campaign_launch"", ""simulation_type"": ""campaign_discount"", ""discount_targets"": [""rent_fee"", ""cleaning_fee"", ""other_fee"", ""season_fee"", ""option_fee"", ""initial_fee""], ""benchmark_strength"": ""strong"", ""room_price_per_day"": 3900, ""anchor_revenue_used"": 460460.07, ""targeted_daily_value"": 21926.67, ""discount_target_scope"": ""all_discountable_fees"", ""risk_confidence_score"": 56.72, ""discount_component_share"": 1, ""avg_market_occupancy_rate"": 0.7}",1,12/5/2026 10:40,12/5/2026 10:40,12/5/2026 10:40
1452,389,11,371,12/5/2026,15,13.55,11.05,-1.53,453415.03,77.74,campaign_discount,65.72,"{""campaign_type"": 1, ""price_gap_pct"": 0, ""hybrid_metrics"": {""total_uplift_score"": -1.53, ""long_term_growth_bonus"": 3.32, ""short_term_revenue_impact"": -4.85}, ""primary_action"": ""campaign_launch"", ""simulation_type"": ""campaign_discount"", ""discount_targets"": [""rent_fee"", ""cleaning_fee"", ""other_fee"", ""season_fee"", ""option_fee"", ""initial_fee""], ""benchmark_strength"": ""strong"", ""room_price_per_day"": 3900, ""anchor_revenue_used"": 460460.07, ""targeted_daily_value"": 21926.67, ""discount_target_scope"": ""all_discountable_fees"", ""risk_confidence_score"": 56.72, ""discount_component_share"": 1, ""avg_market_occupancy_rate"": 0.7}",0,12/5/2026 10:40,12/5/2026 10:40,12/5/2026 10:40
1453,390,11,372,12/5/2026,0,0,0,0,454160.07,0,campaign_discount,30,"{""campaign_type"": 1, ""price_gap_pct"": 0, ""hybrid_metrics"": {""total_uplift_score"": 0, ""long_term_growth_bonus"": 0, ""short_term_revenue_impact"": 0}, ""primary_action"": ""campaign_launch"", ""simulation_type"": ""campaign_discount"", ""discount_targets"": [""rent_fee"", ""cleaning_fee"", ""other_fee"", ""season_fee"", ""option_fee"", ""initial_fee""], ""benchmark_strength"": ""broad"", ""anchor_revenue_used"": 454160.07, ""targeted_daily_value"": 21626.67, ""discount_target_scope"": ""all_discountable_fees"", ""risk_confidence_score"": 33.86, ""discount_component_share"": 1, ""avg_market_occupancy_rate"": 0.7}",1,12/5/2026 10:40,12/5/2026 10:40,12/5/2026 10:40
1454,390,11,372,12/5/2026,5,2.15,2.31,-1.78,446076.02,71.62,campaign_discount,30,"{""campaign_type"": 1, ""price_gap_pct"": 0, ""hybrid_metrics"": {""total_uplift_score"": -1.78, ""long_term_growth_bonus"": 0.69, ""short_term_revenue_impact"": -2.47}, ""primary_action"": ""campaign_launch"", ""simulation_type"": ""campaign_discount"", ""discount_targets"": [""rent_fee"", ""cleaning_fee"", ""other_fee"", ""season_fee"", ""option_fee"", ""initial_fee""], ""benchmark_strength"": ""broad"", ""room_price_per_day"": 3600, ""anchor_revenue_used"": 454160.07, ""targeted_daily_value"": 21626.67, ""discount_target_scope"": ""all_discountable_fees"", ""risk_confidence_score"": 33.86, ""discount_component_share"": 1, ""avg_market_occupancy_rate"": 0.7}",0,12/5/2026 10:40,12/5/2026 10:40,12/5/2026 10:40
1455,390,11,372,12/5/2026,10,4.3,4.62,-3.55,438037.39,73.23,campaign_discount,30,"{""campaign_type"": 1, ""price_gap_pct"": 0, ""hybrid_metrics"": {""total_uplift_score"": -3.55, ""long_term_growth_bonus"": 1.39, ""short_term_revenue_impact"": -4.94}, ""primary_action"": ""campaign_launch"", ""simulation_type"": ""campaign_discount"", ""discount_targets"": [""rent_fee"", ""cleaning_fee"", ""other_fee"", ""season_fee"", ""option_fee"", ""initial_fee""], ""benchmark_strength"": ""broad"", ""room_price_per_day"": 3600, ""anchor_revenue_used"": 454160.07, ""targeted_daily_value"": 21626.67, ""discount_target_scope"": ""all_discountable_fees"", ""risk_confidence_score"": 33.86, ""discount_component_share"": 1, ""avg_market_occupancy_rate"": 0.7}",0,12/5/2026 10:40,12/5/2026 10:40,12/5/2026 10:40
1456,390,11,372,12/5/2026,15,6.45,6.93,-5.32,429998.75,74.85,campaign_discount,30,"{""campaign_type"": 1, ""price_gap_pct"": 0, ""hybrid_metrics"": {""total_uplift_score"": -5.32, ""long_term_growth_bonus"": 2.08, ""short_term_revenue_impact"": -7.4}, ""primary_action"": ""campaign_launch"", ""simulation_type"": ""campaign_discount"", ""discount_targets"": [""rent_fee"", ""cleaning_fee"", ""other_fee"", ""season_fee"", ""option_fee"", ""initial_fee""], ""benchmark_strength"": ""broad"", ""room_price_per_day"": 3600, ""anchor_revenue_used"": 454160.07, ""targeted_daily_value"": 21626.67, ""discount_target_scope"": ""all_discountable_fees"", ""risk_confidence_score"": 33.86, ""discount_component_share"": 1, ""avg_market_occupancy_rate"": 0.7}",0,12/5/2026 10:40,12/5/2026 10:40,12/5/2026 10:40
1457,391,11,373,12/5/2026,0,0,0,0,1222760.07,0,campaign_discount,30,"{""campaign_type"": 1, ""price_gap_pct"": 0, ""hybrid_metrics"": {""total_uplift_score"": 0, ""long_term_growth_bonus"": 0, ""short_term_revenue_impact"": 0}, ""primary_action"": ""campaign_launch"", ""simulation_type"": ""campaign_discount"", ""discount_targets"": [""rent_fee"", ""cleaning_fee"", ""other_fee"", ""season_fee"", ""option_fee"", ""initial_fee""], ""benchmark_strength"": ""broad"", ""anchor_revenue_used"": 1222760.07, ""targeted_daily_value"": 58226.67, ""discount_target_scope"": ""all_discountable_fees"", ""risk_confidence_score"": 33.86, ""discount_component_share"": 1, ""avg_market_occupancy_rate"": 0.7}",1,12/5/2026 10:40,12/5/2026 10:40,12/5/2026 10:40
1458,391,11,373,12/5/2026,5,2.15,2.31,-1.78,1200994.94,71.62,campaign_discount,30,"{""campaign_type"": 1, ""price_gap_pct"": 0, ""hybrid_metrics"": {""total_uplift_score"": -1.78, ""long_term_growth_bonus"": 0.69, ""short_term_revenue_impact"": -2.47}, ""primary_action"": ""campaign_launch"", ""simulation_type"": ""campaign_discount"", ""discount_targets"": [""rent_fee"", ""cleaning_fee"", ""other_fee"", ""season_fee"", ""option_fee"", ""initial_fee""], ""benchmark_strength"": ""broad"", ""room_price_per_day"": 5200, ""anchor_revenue_used"": 1222760.07, ""targeted_daily_value"": 58226.67, ""discount_target_scope"": ""all_discountable_fees"", ""risk_confidence_score"": 33.86, ""discount_component_share"": 1, ""avg_market_occupancy_rate"": 0.7}",0,12/5/2026 10:40,12/5/2026 10:40,12/5/2026 10:40
1459,391,11,373,12/5/2026,10,4.3,4.62,-3.55,1179352.09,73.23,campaign_discount,30,"{""campaign_type"": 1, ""price_gap_pct"": 0, ""hybrid_metrics"": {""total_uplift_score"": -3.55, ""long_term_growth_bonus"": 1.39, ""short_term_revenue_impact"": -4.94}, ""primary_action"": ""campaign_launch"", ""simulation_type"": ""campaign_discount"", ""discount_targets"": [""rent_fee"", ""cleaning_fee"", ""other_fee"", ""season_fee"", ""option_fee"", ""initial_fee""], ""benchmark_strength"": ""broad"", ""room_price_per_day"": 5200, ""anchor_revenue_used"": 1222760.07, ""targeted_daily_value"": 58226.67, ""discount_target_scope"": ""all_discountable_fees"", ""risk_confidence_score"": 33.86, ""discount_component_share"": 1, ""avg_market_occupancy_rate"": 0.7}",0,12/5/2026 10:40,12/5/2026 10:40,12/5/2026 10:40
1460,391,11,373,12/5/2026,15,6.45,6.93,-5.32,1157709.23,74.85,campaign_discount,30,"{""campaign_type"": 1, ""price_gap_pct"": 0, ""hybrid_metrics"": {""total_uplift_score"": -5.32, ""long_term_growth_bonus"": 2.08, ""short_term_revenue_impact"": -7.4}, ""primary_action"": ""campaign_launch"", ""simulation_type"": ""campaign_discount"", ""discount_targets"": [""rent_fee"", ""cleaning_fee"", ""other_fee"", ""season_fee"", ""option_fee"", ""initial_fee""], ""benchmark_strength"": ""broad"", ""room_price_per_day"": 5200, ""anchor_revenue_used"": 1222760.07, ""targeted_daily_value"": 58226.67, ""discount_target_scope"": ""all_discountable_fees"", ""risk_confidence_score"": 33.86, ""discount_component_share"": 1, ""avg_market_occupancy_rate"": 0.7}",0,12/5/2026 10:40,12/5/2026 10:40,12/5/2026 10:40
1461,392,11,374,12/5/2026,0,0,0,0,460460.07,0,campaign_discount,56.72,"{""campaign_type"": 1, ""price_gap_pct"": 0, ""hybrid_metrics"": {""total_uplift_score"": 0, ""long_term_growth_bonus"": 0, ""short_term_revenue_impact"": 0}, ""primary_action"": ""campaign_launch"", ""simulation_type"": ""campaign_discount"", ""discount_targets"": [""rent_fee"", ""cleaning_fee"", ""other_fee"", ""season_fee"", ""option_fee"", ""initial_fee""], ""benchmark_strength"": ""strong"", ""anchor_revenue_used"": 460460.07, ""targeted_daily_value"": 21926.67, ""discount_target_scope"": ""all_discountable_fees"", ""risk_confidence_score"": 56.72, ""discount_component_share"": 1, ""avg_market_occupancy_rate"": 0.7}",0,12/5/2026 10:40,12/5/2026 10:40,12/5/2026 10:40
1462,392,11,374,12/5/2026,5,4.52,3.68,-0.52,458065.68,72.58,campaign_discount,59.72,"{""campaign_type"": 1, ""price_gap_pct"": 0, ""hybrid_metrics"": {""total_uplift_score"": -0.52, ""long_term_growth_bonus"": 1.1, ""short_term_revenue_impact"": -1.62}, ""primary_action"": ""campaign_launch"", ""simulation_type"": ""campaign_discount"", ""discount_targets"": [""rent_fee"", ""cleaning_fee"", ""other_fee"", ""season_fee"", ""option_fee"", ""initial_fee""], ""benchmark_strength"": ""strong"", ""room_price_per_day"": 3900, ""anchor_revenue_used"": 460460.07, ""targeted_daily_value"": 21926.67, ""discount_target_scope"": ""all_discountable_fees"", ""risk_confidence_score"": 56.72, ""discount_component_share"": 1, ""avg_market_occupancy_rate"": 0.7}",0,12/5/2026 10:40,12/5/2026 10:40,12/5/2026 10:40
1463,392,11,374,12/5/2026,10,9.04,7.37,-1.02,455763.38,75.16,campaign_discount,62.72,"{""campaign_type"": 1, ""price_gap_pct"": 0, ""hybrid_metrics"": {""total_uplift_score"": -1.02, ""long_term_growth_bonus"": 2.21, ""short_term_revenue_impact"": -3.23}, ""primary_action"": ""campaign_launch"", ""simulation_type"": ""campaign_discount"", ""discount_targets"": [""rent_fee"", ""cleaning_fee"", ""other_fee"", ""season_fee"", ""option_fee"", ""initial_fee""], ""benchmark_strength"": ""strong"", ""room_price_per_day"": 3900, ""anchor_revenue_used"": 460460.07, ""targeted_daily_value"": 21926.67, ""discount_target_scope"": ""all_discountable_fees"", ""risk_confidence_score"": 56.72, ""discount_component_share"": 1, ""avg_market_occupancy_rate"": 0.7}",1,12/5/2026 10:40,12/5/2026 10:40,12/5/2026 10:40
1464,392,11,374,12/5/2026,15,13.55,11.05,-1.53,453415.03,77.74,campaign_discount,65.72,"{""campaign_type"": 1, ""price_gap_pct"": 0, ""hybrid_metrics"": {""total_uplift_score"": -1.53, ""long_term_growth_bonus"": 3.32, ""short_term_revenue_impact"": -4.85}, ""primary_action"": ""campaign_launch"", ""simulation_type"": ""campaign_discount"", ""discount_targets"": [""rent_fee"", ""cleaning_fee"", ""other_fee"", ""season_fee"", ""option_fee"", ""initial_fee""], ""benchmark_strength"": ""strong"", ""room_price_per_day"": 3900, ""anchor_revenue_used"": 460460.07, ""targeted_daily_value"": 21926.67, ""discount_target_scope"": ""all_discountable_fees"", ""risk_confidence_score"": 56.72, ""discount_component_share"": 1, ""avg_market_occupancy_rate"": 0.7}",0,12/5/2026 10:40,12/5/2026 10:40,12/5/2026 10:40
1465,393,4,375,12/5/2026,0,0,0,0,754250.07,0,campaign_discount,57.8,"{""campaign_type"": 1, ""price_gap_pct"": -7.8, ""hybrid_metrics"": {""total_uplift_score"": 0, ""long_term_growth_bonus"": 0, ""short_term_revenue_impact"": 0}, ""primary_action"": ""campaign_launch"", ""simulation_type"": ""campaign_discount"", ""discount_targets"": [""rent_fee"", ""cleaning_fee"", ""other_fee"", ""season_fee"", ""option_fee"", ""initial_fee""], ""benchmark_strength"": ""strong"", ""anchor_revenue_used"": 754250.07, ""targeted_daily_value"": 35916.67, ""discount_target_scope"": ""all_discountable_fees"", ""risk_confidence_score"": 57.8, ""discount_component_share"": 1, ""avg_market_occupancy_rate"": 0.7}",0,12/5/2026 10:40,12/5/2026 10:40,12/5/2026 10:40
1466,393,4,375,12/5/2026,5,4.6,3.73,-0.47,750705.09,72.61,campaign_discount,60.8,"{""campaign_type"": 1, ""price_gap_pct"": -7.8, ""hybrid_metrics"": {""total_uplift_score"": -0.47, ""long_term_growth_bonus"": 1.12, ""short_term_revenue_impact"": -1.59}, ""primary_action"": ""campaign_launch"", ""simulation_type"": ""campaign_discount"", ""discount_targets"": [""rent_fee"", ""cleaning_fee"", ""other_fee"", ""season_fee"", ""option_fee"", ""initial_fee""], ""benchmark_strength"": ""strong"", ""room_price_per_day"": 4650, ""anchor_revenue_used"": 754250.07, ""targeted_daily_value"": 35916.67, ""discount_target_scope"": ""all_discountable_fees"", ""risk_confidence_score"": 57.8, ""discount_component_share"": 1, ""avg_market_occupancy_rate"": 0.7}",0,12/5/2026 10:40,12/5/2026 10:40,12/5/2026 10:40
1467,393,4,375,12/5/2026,10,9.21,7.47,-0.93,747235.54,75.23,campaign_discount,63.8,"{""campaign_type"": 1, ""price_gap_pct"": -7.8, ""hybrid_metrics"": {""total_uplift_score"": -0.93, ""long_term_growth_bonus"": 2.24, ""short_term_revenue_impact"": -3.17}, ""primary_action"": ""campaign_launch"", ""simulation_type"": ""campaign_discount"", ""discount_targets"": [""rent_fee"", ""cleaning_fee"", ""other_fee"", ""season_fee"", ""option_fee"", ""initial_fee""], ""benchmark_strength"": ""strong"", ""room_price_per_day"": 4650, ""anchor_revenue_used"": 754250.07, ""targeted_daily_value"": 35916.67, ""discount_target_scope"": ""all_discountable_fees"", ""risk_confidence_score"": 57.8, ""discount_component_share"": 1, ""avg_market_occupancy_rate"": 0.7}",1,12/5/2026 10:40,12/5/2026 10:40,12/5/2026 10:40
1468,393,4,375,12/5/2026,15,13.81,11.2,-1.4,743690.57,77.84,campaign_discount,66.8,"{""campaign_type"": 1, ""price_gap_pct"": -7.8, ""hybrid_metrics"": {""total_uplift_score"": -1.4, ""long_term_growth_bonus"": 3.36, ""short_term_revenue_impact"": -4.76}, ""primary_action"": ""campaign_launch"", ""simulation_type"": ""campaign_discount"", ""discount_targets"": [""rent_fee"", ""cleaning_fee"", ""other_fee"", ""season_fee"", ""option_fee"", ""initial_fee""], ""benchmark_strength"": ""strong"", ""room_price_per_day"": 4650, ""anchor_revenue_used"": 754250.07, ""targeted_daily_value"": 35916.67, ""discount_target_scope"": ""all_discountable_fees"", ""risk_confidence_score"": 57.8, ""discount_component_share"": 1, ""avg_market_occupancy_rate"": 0.7}",0,12/5/2026 10:40,12/5/2026 10:40,12/5/2026 10:40
1469,394,4,376,12/5/2026,0,0,0,0,760550.07,0,campaign_discount,57.8,"{""campaign_type"": 1, ""price_gap_pct"": 1.1, ""hybrid_metrics"": {""total_uplift_score"": 0, ""long_term_growth_bonus"": 0, ""short_term_revenue_impact"": 0}, ""primary_action"": ""campaign_launch"", ""simulation_type"": ""campaign_discount"", ""discount_targets"": [""rent_fee"", ""cleaning_fee"", ""other_fee"", ""season_fee"", ""option_fee"", ""initial_fee""], ""benchmark_strength"": ""strong"", ""anchor_revenue_used"": 760550.07, ""targeted_daily_value"": 36216.67, ""discount_target_scope"": ""all_discountable_fees"", ""risk_confidence_score"": 57.8, ""discount_component_share"": 1, ""avg_market_occupancy_rate"": 0.7}",0,12/5/2026 10:40,12/5/2026 10:40,12/5/2026 10:40
1470,394,4,376,12/5/2026,5,4.78,3.83,-0.38,757659.98,72.68,campaign_discount,60.8,"{""campaign_type"": 1, ""price_gap_pct"": 1.1, ""hybrid_metrics"": {""total_uplift_score"": -0.38, ""long_term_growth_bonus"": 1.15, ""short_term_revenue_impact"": -1.53}, ""primary_action"": ""campaign_launch"", ""simulation_type"": ""campaign_discount"", ""discount_targets"": [""rent_fee"", ""cleaning_fee"", ""other_fee"", ""season_fee"", ""option_fee"", ""initial_fee""], ""benchmark_strength"": ""strong"", ""room_price_per_day"": 4950, ""anchor_revenue_used"": 760550.07, ""targeted_daily_value"": 36216.67, ""discount_target_scope"": ""all_discountable_fees"", ""risk_confidence_score"": 57.8, ""discount_component_share"": 1, ""avg_market_occupancy_rate"": 0.7}",0,12/5/2026 10:40,12/5/2026 10:40,12/5/2026 10:40
1471,394,4,376,12/5/2026,10,9.39,7.57,-0.84,754161.45,75.3,campaign_discount,63.8,"{""campaign_type"": 1, ""price_gap_pct"": 1.1, ""hybrid_metrics"": {""total_uplift_score"": -0.84, ""long_term_growth_bonus"": 2.27, ""short_term_revenue_impact"": -3.11}, ""primary_action"": ""campaign_launch"", ""simulation_type"": ""campaign_discount"", ""discount_targets"": [""rent_fee"", ""cleaning_fee"", ""other_fee"", ""season_fee"", ""option_fee"", ""initial_fee""], ""benchmark_strength"": ""strong"", ""room_price_per_day"": 4950, ""anchor_revenue_used"": 760550.07, ""targeted_daily_value"": 36216.67, ""discount_target_scope"": ""all_discountable_fees"", ""risk_confidence_score"": 57.8, ""discount_component_share"": 1, ""avg_market_occupancy_rate"": 0.7}",1,12/5/2026 10:40,12/5/2026 10:40,12/5/2026 10:40
1472,394,4,376,12/5/2026,15,13.99,11.3,-1.3,750662.92,77.91,campaign_discount,66.8,"{""campaign_type"": 1, ""price_gap_pct"": 1.1, ""hybrid_metrics"": {""total_uplift_score"": -1.3, ""long_term_growth_bonus"": 3.39, ""short_term_revenue_impact"": -4.69}, ""primary_action"": ""campaign_launch"", ""simulation_type"": ""campaign_discount"", ""discount_targets"": [""rent_fee"", ""cleaning_fee"", ""other_fee"", ""season_fee"", ""option_fee"", ""initial_fee""], ""benchmark_strength"": ""strong"", ""room_price_per_day"": 4950, ""anchor_revenue_used"": 760550.07, ""targeted_daily_value"": 36216.67, ""discount_target_scope"": ""all_discountable_fees"", ""risk_confidence_score"": 57.8, ""discount_component_share"": 1, ""avg_market_occupancy_rate"": 0.7}",0,12/5/2026 10:40,12/5/2026 10:40,12/5/2026 10:40
1473,395,4,377,12/5/2026,0,0,0,0,737450.07,0,campaign_discount,56.72,"{""campaign_type"": 1, ""price_gap_pct"": -11.7, ""hybrid_metrics"": {""total_uplift_score"": 0, ""long_term_growth_bonus"": 0, ""short_term_revenue_impact"": 0}, ""primary_action"": ""campaign_launch"", ""simulation_type"": ""campaign_discount"", ""discount_targets"": [""rent_fee"", ""cleaning_fee"", ""other_fee"", ""season_fee"", ""option_fee"", ""initial_fee""], ""benchmark_strength"": ""strong"", ""anchor_revenue_used"": 737450.07, ""targeted_daily_value"": 35116.67, ""discount_target_scope"": ""all_discountable_fees"", ""risk_confidence_score"": 56.72, ""discount_component_share"": 1, ""avg_market_occupancy_rate"": 0.7}",0,12/5/2026 10:40,12/5/2026 10:40,12/5/2026 10:40
1474,395,4,377,12/5/2026,5,4.52,3.68,-0.52,733615.33,72.58,campaign_discount,59.72,"{""campaign_type"": 1, ""price_gap_pct"": -11.7, ""hybrid_metrics"": {""total_uplift_score"": -0.52, ""long_term_growth_bonus"": 1.1, ""short_term_revenue_impact"": -1.62}, ""primary_action"": ""campaign_launch"", ""simulation_type"": ""campaign_discount"", ""discount_targets"": [""rent_fee"", ""cleaning_fee"", ""other_fee"", ""season_fee"", ""option_fee"", ""initial_fee""], ""benchmark_strength"": ""strong"", ""room_price_per_day"": 3850, ""anchor_revenue_used"": 737450.07, ""targeted_daily_value"": 35116.67, ""discount_target_scope"": ""all_discountable_fees"", ""risk_confidence_score"": 56.72, ""discount_component_share"": 1, ""avg_market_occupancy_rate"": 0.7}",0,12/5/2026 10:40,12/5/2026 10:40,12/5/2026 10:40
1475,395,4,377,12/5/2026,10,9.04,7.37,-1.02,729928.08,75.16,campaign_discount,62.72,"{""campaign_type"": 1, ""price_gap_pct"": -11.7, ""hybrid_metrics"": {""total_uplift_score"": -1.02, ""long_term_growth_bonus"": 2.21, ""short_term_revenue_impact"": -3.23}, ""primary_action"": ""campaign_launch"", ""simulation_type"": ""campaign_discount"", ""discount_targets"": [""rent_fee"", ""cleaning_fee"", ""other_fee"", ""season_fee"", ""option_fee"", ""initial_fee""], ""benchmark_strength"": ""strong"", ""room_price_per_day"": 3850, ""anchor_revenue_used"": 737450.07, ""targeted_daily_value"": 35116.67, ""discount_target_scope"": ""all_discountable_fees"", ""risk_confidence_score"": 56.72, ""discount_component_share"": 1, ""avg_market_occupancy_rate"": 0.7}",1,12/5/2026 10:40,12/5/2026 10:40,12/5/2026 10:40
1476,395,4,377,12/5/2026,15,13.55,11.05,-1.53,726167.08,77.74,campaign_discount,65.72,"{""campaign_type"": 1, ""price_gap_pct"": -11.7, ""hybrid_metrics"": {""total_uplift_score"": -1.53, ""long_term_growth_bonus"": 3.32, ""short_term_revenue_impact"": -4.85}, ""primary_action"": ""campaign_launch"", ""simulation_type"": ""campaign_discount"", ""discount_targets"": [""rent_fee"", ""cleaning_fee"", ""other_fee"", ""season_fee"", ""option_fee"", ""initial_fee""], ""benchmark_strength"": ""strong"", ""room_price_per_day"": 3850, ""anchor_revenue_used"": 737450.07, ""targeted_daily_value"": 35116.67, ""discount_target_scope"": ""all_discountable_fees"", ""risk_confidence_score"": 56.72, ""discount_component_share"": 1, ""avg_market_occupancy_rate"": 0.7}",0,12/5/2026 10:40,12/5/2026 10:40,12/5/2026 10:40
1477,396,4,378,12/5/2026,0,0,0,0,771050.07,0,campaign_discount,57.8,"{""campaign_type"": 1, ""price_gap_pct"": -1.4, ""hybrid_metrics"": {""total_uplift_score"": 0, ""long_term_growth_bonus"": 0, ""short_term_revenue_impact"": 0}, ""primary_action"": ""campaign_launch"", ""simulation_type"": ""campaign_discount"", ""discount_targets"": [""rent_fee"", ""cleaning_fee"", ""other_fee"", ""season_fee"", ""option_fee"", ""initial_fee""], ""benchmark_strength"": ""strong"", ""anchor_revenue_used"": 771050.07, ""targeted_daily_value"": 36716.67, ""discount_target_scope"": ""all_discountable_fees"", ""risk_confidence_score"": 57.8, ""discount_component_share"": 1, ""avg_market_occupancy_rate"": 0.7}",0,12/5/2026 10:40,12/5/2026 10:40,12/5/2026 10:40
